Date,Close
03-10-2022,324.3999939
04-10-2022,332.8500061
06-10-2022,336.6499939
07-10-2022,334.1000061
10-10-2022,327.8500061
11-10-2022,326.2999878
12-10-2022,330.1000061
13-10-2022,328.6499939
14-10-2022,332.1000061
17-10-2022,332.25
18-10-2022,340.2999878
19-10-2022,346.3500061
20-10-2022,349.7000122
21-10-2022,345.6000061
24-10-2022,347.7000122
25-10-2022,346.2999878
27-10-2022,345.7999878
28-10-2022,345.7999878
31-10-2022,348.7000122
01-11-2022,349.5
02-11-2022,354.6499939
03-11-2022,353.7000122
04-11-2022,353.6000061
07-11-2022,353.5
09-11-2022,360.7000122
10-11-2022,356
11-11-2022,356.3500061
14-11-2022,347.2000122
15-11-2022,345.25
16-11-2022,344.1000061
17-11-2022,343.7000122
18-11-2022,341.0499878
21-11-2022,337.2000122
22-11-2022,340.25
23-11-2022,339.7999878
24-11-2022,340.75
25-11-2022,340.2999878
28-11-2022,340.0499878
29-11-2022,342.2999878
30-11-2022,340
01-12-2022,339.5499878
02-12-2022,337.1499939
05-12-2022,336.75
06-12-2022,337.2999878
07-12-2022,340.1000061
08-12-2022,338.3999939
09-12-2022,341.3999939
12-12-2022,343.2000122
13-12-2022,345.6000061
14-12-2022,345.3999939
15-12-2022,338.8500061
16-12-2022,335.1000061
19-12-2022,340.5
20-12-2022,340.1499939
21-12-2022,335.1499939
22-12-2022,332.4500122
23-12-2022,326.7000122
26-12-2022,334.6000061
27-12-2022,333.1499939
28-12-2022,334.3999939
29-12-2022,335.3500061
30-12-2022,331.5499878
02-01-2023,332.8500061
03-01-2023,331.1000061
04-01-2023,327
05-01-2023,333.4500122
06-01-2023,335.0499878
09-01-2023,338.0499878
10-01-2023,333.3999939
11-01-2023,331.7999878
12-01-2023,329.8500061
13-01-2023,328.75
16-01-2023,330.2000122
17-01-2023,332.25
18-01-2023,334.6499939
19-01-2023,332.1499939
20-01-2023,334.6000061
23-01-2023,337.75
24-01-2023,338.9500122
25-01-2023,339.25
27-01-2023,346
30-01-2023,344.7999878
31-01-2023,352.3500061
01-02-2023,361.3999939
02-02-2023,378.6000061
03-02-2023,380.6499939
06-02-2023,383.3999939
07-02-2023,373.25
08-02-2023,375.5499878
09-02-2023,374.25
10-02-2023,371.3500061
13-02-2023,374.2000122
14-02-2023,386.4500122
15-02-2023,382.2000122
16-02-2023,382.5499878
17-02-2023,383.3999939
20-02-2023,384.0499878
21-02-2023,382.25
22-02-2023,383.8500061
23-02-2023,387.6000061
24-02-2023,385.1000061
27-02-2023,382.2000122
28-02-2023,376.7000122
01-03-2023,378.7000122
02-03-2023,375.5499878
03-03-2023,384.9500122
06-03-2023,388.1499939
08-03-2023,392.3999939
09-03-2023,387.5
10-03-2023,388
13-03-2023,383.6499939
14-03-2023,379.7000122
15-03-2023,379.3999939
16-03-2023,381.4500122
17-03-2023,375.5499878
20-03-2023,378.7999878
21-03-2023,376.9500122
22-03-2023,377.75
23-03-2023,380.6499939
24-03-2023,378.7000122
27-03-2023,380.2000122
28-03-2023,379.75
29-03-2023,382.75
31-03-2023,383.5
03-04-2023,378.8999939
05-04-2023,386.3999939
06-04-2023,387.3500061
10-04-2023,388.5499878
11-04-2023,396
12-04-2023,393.5499878
13-04-2023,395.6000061
17-04-2023,400.1499939
18-04-2023,398.5
19-04-2023,398.75
20-04-2023,400.2999878
21-04-2023,408.25
24-04-2023,408.7000122
25-04-2023,411.5499878
26-04-2023,412.25
27-04-2023,416
28-04-2023,425.5499878
02-05-2023,424.4500122
03-05-2023,427.1499939
04-05-2023,424.6000061
05-05-2023,428.75
08-05-2023,431.4500122
09-05-2023,423.7999878
10-05-2023,425.3500061
11-05-2023,420.3999939
12-05-2023,420.4500122
15-05-2023,427.7999878
16-05-2023,423.9500122
17-05-2023,427.6000061
18-05-2023,419.7000122
19-05-2023,419.8500061
22-05-2023,424.75
23-05-2023,429.1499939
24-05-2023,433.5
25-05-2023,441.1499939
26-05-2023,443.6000061
29-05-2023,449.1000061
30-05-2023,449.8999939
31-05-2023,445.5
01-06-2023,439.7000122
02-06-2023,443.3999939
05-06-2023,440.6499939
06-06-2023,442.7999878
07-06-2023,443.9500122
08-06-2023,442.8999939
09-06-2023,438.4500122
12-06-2023,436.9500122
13-06-2023,445.3999939
14-06-2023,444.5
15-06-2023,448.1000061
16-06-2023,453.1000061
19-06-2023,453.6000061
20-06-2023,452.8500061
21-06-2023,447.0499878
22-06-2023,447.6499939
23-06-2023,444.75
26-06-2023,445.7000122
27-06-2023,445.1000061
28-06-2023,445.1000061
30-06-2023,451.6000061
03-07-2023,463.25
04-07-2023,466.3500061
05-07-2023,475.1000061
06-07-2023,473.8999939
07-07-2023,468.3999939
10-07-2023,465.8500061
11-07-2023,473.1499939
12-07-2023,472.2999878
13-07-2023,472
14-07-2023,472.8999939
17-07-2023,472.3500061
18-07-2023,472.5
19-07-2023,478.8500061
20-07-2023,492.1499939
21-07-2023,490.4500122
24-07-2023,471.3500061
25-07-2023,462.2999878
26-07-2023,472.25
27-07-2023,465.0499878
28-07-2023,468.4500122
31-07-2023,465.7000122
01-08-2023,464.7999878
02-08-2023,460.1000061
03-08-2023,456.0499878
04-08-2023,454.9500122
07-08-2023,454.8999939
08-08-2023,452.3500061
09-08-2023,458.6499939
10-08-2023,451.75
11-08-2023,448.75
14-08-2023,449.2000122
16-08-2023,450.25
17-08-2023,441
18-08-2023,441.6499939
21-08-2023,447.7999878
22-08-2023,454.25
23-08-2023,450.4500122
24-08-2023,450.8999939
25-08-2023,443.3500061
28-08-2023,441.3999939
29-08-2023,440.1000061
30-08-2023,442.7999878
31-08-2023,439.7000122
01-09-2023,441.0499878
04-09-2023,437.5
05-09-2023,443.1000061
06-09-2023,447.4500122
07-09-2023,445.8999939
08-09-2023,442.6499939
11-09-2023,447.2000122
12-09-2023,451.1499939
13-09-2023,453.5
14-09-2023,449.9500122
15-09-2023,448.3500061
18-09-2023,452.0499878
20-09-2023,452.9500122
21-09-2023,447.5
22-09-2023,443.1000061
25-09-2023,442.6000061
26-09-2023,442.4500122
27-09-2023,449.1499939
28-09-2023,440.75
29-09-2023,444.3999939
03-10-2023,439.75
04-10-2023,436.1000061
05-10-2023,436.0499878
06-10-2023,442.1499939
09-10-2023,440.4500122
10-10-2023,444.3999939
11-10-2023,448.25
12-10-2023,450.7000122
13-10-2023,448.3500061
16-10-2023,448.9500122
17-10-2023,453.4500122
18-10-2023,451.6499939
19-10-2023,450.3999939
20-10-2023,438.2999878
23-10-2023,435.8999939
25-10-2023,432.7000122
26-10-2023,434.3500061
27-10-2023,433.75
30-10-2023,430.4500122
31-10-2023,428.3999939
01-11-2023,428.1000061
02-11-2023,431.1499939
03-11-2023,433.25
06-11-2023,435.3500061
07-11-2023,432.7000122
08-11-2023,436.9500122
09-11-2023,434.3999939
10-11-2023,436.5499878
13-11-2023,436
15-11-2023,441.9500122
16-11-2023,438.6499939
17-11-2023,439.25
20-11-2023,436.7999878
21-11-2023,436.25
22-11-2023,439.7000122
23-11-2023,440.3500061
24-11-2023,437.7999878
28-11-2023,435.25
29-11-2023,437.2000122
30-11-2023,435.7999878
01-12-2023,449.7999878
04-12-2023,454.0499878
05-12-2023,451.75
06-12-2023,463.25
07-12-2023,458.1000061
08-12-2023,449.1499939
11-12-2023,452.4500122
12-12-2023,453.1000061
13-12-2023,455.6499939
14-12-2023,460.1000061
15-12-2023,458.2000122
18-12-2023,451.6499939
19-12-2023,456.1000061
20-12-2023,451
21-12-2023,451.4500122
22-12-2023,455.2000122
26-12-2023,456.4500122
27-12-2023,457.1000061
28-12-2023,464.1000061
29-12-2023,462.1000061
01-01-2024,468.0499878
02-01-2024,470.3500061
03-01-2024,477.25
04-01-2024,476.3999939
05-01-2024,473.9500122
08-01-2024,465.5
09-01-2024,464.5499878
10-01-2024,463.2999878
11-01-2024,462.6499939
12-01-2024,466.7000122
15-01-2024,467.6000061
16-01-2024,472.2999878
17-01-2024,466.6000061
18-01-2024,465.5
19-01-2024,471.5
20-01-2024,468.2999878
